,Unnamed: 0,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Year
210,210,Outkast,Crumblin' Erb,6SvNOlxTyuY1skPzOsD5Q2,20,0.765,0.701,7,-6.232,1,0.272,0.166,0.0,0.0861,0.547,89.779,317013,4,2001
211,211,Wu-Tang Clan,"Da Glock (feat. U-God, Ghostface Killah, RZA, Cappadonna, Masta Killa & Raekwon)",3UpZGmGl6bpSoFiUlythMw,22,0.643,0.749,0,-6.787,1,0.515,0.525,0.0,0.13,0.542,85.419,192800,4,2001
212,212,Eyedea & Abilities,Liquid Sovereignty,5VCjdo4wLd8SSG2uLPiNQl,20,0.838,0.44,2,-5.464,1,0.0645,0.0258,0.0587,0.261,0.108,94.675,330907,4,2001
213,213,Ja Rule,The Inc.,29pxBIe7wEdF3OlTc96E73,22,0.787,0.587,9,-5.577,0,0.319,0.0341,0.0,0.083,0.468,87.133,236627,4,2001
214,214,American Head Charge,Reach and Touch,0iQkeXwp7V8Y6wWYSsn6RY,20,0.343,0.933,1,-5.069,0,0.0878,5.07e-05,0.0073,0.469,0.235,103.336,234333,4,2001
215,215,Diddy,Bad Boy for Life (feat. Busta Rhymes & M.O.P) - Club Mix,5Or8xOLeprwhmag6b9KjmM,26,0.419,0.933,9,-2.802,0,0.275,0.0308,0.0,0.378,0.552,88.68,280027,4,2001
216,216,Ja Rule,Pain Is Love,7esAMJy43Rz9ia3ypGkTKG,22,0.679,0.549,3,-5.602,0,0.211,0.47,0.0,0.0859,0.704,178.101,304107,4,2001
217,217,Tha Eastsidaz,I Pledge Allegiance (feat. Kokane & Soopafly),2Yu26I3PiC2KZNlqZX8vmf,18,0.901,0.826,4,-3.596,0,0.228,0.569,0.0,0.379,0.666,101.944,226800,4,2001
218,218,Fat Pat,All About My Doe (feat. Tyte Eyez & Sean Pimp),4DwWu0FrQo9MUci3ABWE42,16,0.799,0.806,1,-6.067,1,0.159,0.0874,3.15e-06,0.0847,0.875,95.982,246467,4,2001
219,219,The Click,It's All the Same (feat. Baby & WC),4COCucaBcuL9tOVgXaTGW4,16,0.936,0.564,8,-5.578,1,0.272,0.0554,4.01e-06,0.0578,0.882,95.99,297907,4,2001
220,220,Missy Elliott,Step Off,4A0Vru4hQoBenDK5yPJp9A,24,0.816,0.385,10,-6.565,0,0.0896,0.111,0.106,0.269,0.576,104.935,238107,4,2001
221,221,Timbaland,Love Me (feat. Tweet & Petey Pablo),0hgQ6waqrBs70WzM1rOvt0,19,0.699,0.291,0,-11.632,0,0.0421,0.252,0.0107,0.141,0.427,124.02,238373,4,2001
222,222,Eyedea & Abilities,...Powdered Water Too (1),7hoWOdKfbypXyM0g2AcNpH,19,0.75,0.696,1,-7.054,1,0.243,0.712,3e-06,0.103,0.562,100.604,183267,4,2001
223,223,Outkast,"Git Up, Git Out (feat. Goodie Mob)",77SFBfsYZ5eayxZ7vDNsAX,20,0.568,0.711,0,-4.767,1,0.419,0.0646,0.0,0.313,0.689,74.913,446120,1,2001
224,224,Missy Elliott,X-tasy,42HITOYxpawI341VRujoV5,22,0.647,0.67,5,-7.376,0,0.337,0.387,0.0027,0.34,0.852,160.364,215333,4,2001
225,225,Jermaine Dupri,Hate Blood (feat. Freeway & Jadakiss),0EKPFDBVyeE1vMfI4ghc3L,16,0.633,0.832,8,-6.325,1,0.32,0.041,0.0,0.0673,0.421,86.47,234507,4,2001
226,226,Cypress Hill,Memories,67lZWL4pwbFKCcBmbBjLA9,30,0.896,0.815,5,-5.327,0,0.169,0.00557,0.00107,0.366,0.712,95.954,248933,4,2001
227,227,Eyedea & Abilities,One,72WMWkBtTGmV49d4GaOWm7,19,0.696,0.545,9,-7.749,0,0.33,0.209,3.44e-05,0.278,0.666,157.354,155400,4,2001
228,228,Screwston,Cali-Tex Connect (1st Verse),2p8PVIiiisYPGyjjzcQZxS,17,0.85,0.831,1,-4.558,1,0.278,0.312,2.97e-06,0.332,0.509,118.363,103400,4,2001
229,229,Three 6 Mafia,"We Shootin' 1st (feat. Gangsta Boo, Crunchy Black & Lord Infamous)",0kJf9MOJb5Zs6wFHk8KKph,16,0.802,0.871,6,-8.12,0,0.264,0.0138,0.0,0.0691,0.726,151.974,284493,4,2001
230,230,Dirty,Twinkys,6hVxdf7TiebbfqyAfNHBeD,16,0.634,0.8,7,-5.344,1,0.335,0.0161,0.0,0.26,0.518,148.129,289747,4,2001
231,231,Screwston,Ooh Wee,5dgPoFgTMfe8Ys5wMTqsdI,17,0.884,0.659,6,-7.071,1,0.303,0.036,6.02e-05,0.0527,0.516,136.596,378267,4,2001
232,232,Bad Azz,Dogghouse Ridaz,3Zd3CzcUYLD7zZ0mTxraj3,22,0.644,0.893,9,-5.297,1,0.36,0.35,4.19e-06,0.15,0.519,99.608,198587,4,2001
233,233,G. Dep,Let's Get It (feat. P. Diddy & Black Rob),69FMjvCgfiVgTshCmqNFoy,17,0.836,0.874,8,-4.667,1,0.316,0.0653,3.2e-06,0.135,0.662,97.283,258333,4,2001
234,234,Erick Sermon,"Now Whut's Up (feat. Redman, Keith Murray & Sy Scott)",0ZkTrTaf8J4tQmfx08FSrD,22,0.675,0.629,6,-9.118,1,0.475,0.0794,0.0,0.106,0.691,88.944,219400,4,2001
235,235,Screwston,Riddla on Da Roof,3A1b8m8ZfdpHUU876o6fWC,17,0.861,0.533,9,-6.023,1,0.252,0.434,0.0,0.117,0.543,125.572,319693,4,2001
236,236,Eyedea & Abilities,On This I Stand,06ShkrdEBqIzjviJBbMJ9f,18,0.831,0.799,1,-6.344,1,0.0865,0.202,0.00561,0.217,0.157,92.213,328733,4,2001
237,237,Screwston,Rollin,02hRgLvLKVXSPyujVhaPyl,17,0.703,0.832,5,-3.013,1,0.242,0.0316,0.324,0.0763,0.447,77.005,254400,4,2001
238,238,Mystikal,I Get It Started (feat. Redman & Method Man),6pVmJdNUehkp4uBPuffDT3,16,0.843,0.888,11,-5.605,1,0.421,0.0311,0.0,0.388,0.648,94.636,208027,4,2001
239,239,Eyedea & Abilities,Void (External Theory),3JaYlGZGa2hEUO7E7yGjAR,18,0.782,0.505,6,-8.851,0,0.388,0.503,0.0,0.166,0.481,82.69,74333,4,2001
240,240,Diddy,That's Crazy (feat. Black Rob & G-Dep),0dNuBouoFqp4tlBZrRyU3x,21,0.681,0.917,1,-2.459,1,0.379,0.0557,0.0,0.319,0.81,93.81,246800,4,2001
241,241,Screwston,Don’t Let Them Fool Ya,1xcDRYJTrh979bwolKgHsk,16,0.909,0.744,1,-4.587,0,0.252,0.225,0.000102,0.195,0.689,142.411,315333,4,2001
242,242,Ja Rule,Lost Little Girl,09doWm9b4YBCFvj8CByJOg,21,0.565,0.716,10,-5.632,0,0.187,0.0496,0.0,0.106,0.651,94.812,300360,4,2001
243,243,Neffa,La Mia Signorina,0kM3bPNUPgxaeOf7VzRQer,49,0.812,0.411,9,-5.315,1,0.0383,0.104,0.0,0.0743,0.701,114.063,202613,4,2001
244,244,Screwston,Time Is Money,1rHXJRnULkVhs4swx2QYkH,16,0.787,0.742,1,-2.687,1,0.0568,0.0657,0.000584,0.111,0.324,133.966,312067,4,2001
245,245,Dirty,Yean Heard,0TCgtlXcoyAv3wveJr5Pv4,16,0.473,0.657,4,-6.86,1,0.286,0.0325,0.0,0.102,0.347,149.323,292520,4,2001
246,246,Tha Eastsidaz,Connected (feat. Kokane & Mobb Deep),2JlnjV8mgwDwEXCnSHVEWC,19,0.843,0.786,4,-5.889,1,0.369,0.283,0.0,0.099,0.755,96.931,259960,4,2001
247,247,Mack 10,Let The Thugs In The Club,3D9vZ8XqC4jyReMd04os3b,19,0.735,0.805,7,-6.041,1,0.0981,0.0557,0.0069,0.14,0.423,93.971,294067,4,2001
248,248,Limp Bizkit,Take A Look Around,3Rosugihh1vMTGQpdBdHDP,25,0.777,0.911,8,-3.985,1,0.118,0.0167,0.0,0.076,0.928,100.995,294640,4,2001
249,249,112,Peaches & Cream (feat. Ludacris) - Club Mix,7LMfj5eHfLTOJuCCJeek33,17,0.78,0.773,4,-4.831,0,0.109,0.0227,3.36e-06,0.279,0.752,102.02,235354,4,2001
250,250,Woss Ness,3's & 4's,1WxaD36CkZtFmFh8YcAa9N,14,0.771,0.681,1,-4.681,0,0.234,0.0838,0.0,0.153,0.576,143.809,317253,4,2001
251,251,Eyedea & Abilities,A Murder Of Memories,1vNcXV0tPQp9TGAxRZRQis,18,0.82,0.647,6,-5.562,1,0.234,0.0992,0.00915,0.292,0.414,77.77,298227,4,2001
252,252,Fat Pat,Swang Down (feat. Mike D & Mr. 3-2),01eK9CzqOPSJI9GE9AlzUX,14,0.785,0.743,2,-4.632,1,0.241,0.0671,0.0,0.264,0.429,159.984,294173,4,2001
253,253,Woss Ness,"Ballers, Hustlers, G's, And Macks",2OxpZkTvJ1Chs0LeEpsBhQ,13,0.742,0.768,10,-5.822,0,0.418,0.0545,0.0,0.34,0.849,174.132,226320,4,2001
254,254,Dungeon Family,"Emergency (feat. Big Gipp, Mello & Backbone)",2oU21ipLiozCVIEwfyphHZ,16,0.613,0.884,2,-5.272,1,0.0898,0.0418,0.0,0.325,0.388,176.064,302440,4,2001
255,255,Cypress Hill,Kronologik (feat. Kurupt),3GIOkJGiRBPP6aecUZD1si,27,0.784,0.842,1,-4.208,1,0.276,0.0542,0.0,0.109,0.67,90.028,285360,4,2001
256,256,Missy Elliott,Bus-A-Bus (feat. Busta Rhymes) - Interlude,7idc5MMk4wtRRzqzCTcm0q,22,0.782,0.583,11,-5.172,1,0.318,0.0316,1.3e-06,0.31,0.855,75.595,70707,3,2001
257,257,Eyedea & Abilities,Color My World Mine,1fUN082s3SQXrFldePREi2,18,0.866,0.608,11,-6.273,0,0.341,0.0998,6.8e-05,0.164,0.11,145.05,357827,4,2001
258,258,Eyedea & Abilities,Void (Internal Theory),27JGjmPYjhYj2XXOET7t52,17,0.664,0.546,7,-8.523,1,0.272,0.52,0.0,0.102,0.446,86.939,134240,4,2001
259,259,Tha Eastsidaz,Crip Hop,4G4II92mCTvcthw8uZdJ4o,19,0.883,0.75,2,-6.652,1,0.305,0.0963,3.13e-06,0.291,0.448,104.006,303840,4,2001
260,260,Fat Joe,The Wild Life (feat. Prospect & Xzibit),5voQ0CCmX5Bv1fItzrKr6B,21,0.688,0.804,8,-4.302,1,0.286,0.0527,0.0,0.0824,0.644,89.303,216160,4,2001
261,261,Eyedea & Abilities,...Powdered Water Too (2),6eR0Ixlz04QtEImjQosAzC,18,0.803,0.707,9,-3.559,1,0.465,0.0136,0.0181,0.106,0.276,84.79,203707,4,2001
262,262,Scarface,Suicide,2WywRVHug6fbiisImsKMkj,30,0.455,0.732,7,-6.728,1,0.285,0.155,8.6e-05,0.126,0.62,89.653,233627,4,2001
263,263,Dungeon Family,They Comin' (feat. T-Mo & Khujo Goodie),0k4dGkqZvmvMX4MiVvnEl1,16,0.733,0.807,4,-5.457,0,0.265,0.0384,0.0,0.113,0.542,187.993,203573,4,2001
264,264,Fat Joe,He's Not Real (feat. Prospect & Remy),7IrJTt8IY6i3mJOkKvgHV4,19,0.56,0.735,7,-5.204,1,0.353,0.0298,0.0,0.115,0.57,95.616,223200,4,2001
265,265,Chalie Boy & Tite,Swangin' Chrome,3aCPMh3Q4z8wrUhrmdttrv,15,0.754,0.371,0,-9.084,1,0.0285,0.176,0.0,0.129,0.332,100.419,179331,4,2001
266,266,Ja Rule,Worldwide Gangsta,07Aog7irSYsZefhDQ04aXq,20,0.623,0.727,8,-4.056,1,0.418,0.051,0.0,0.607,0.678,90.999,200160,4,2001
267,267,Static-X,Black And White - 2022 Remaster,1MHXRqmA6vcSoryaPDuihU,16,0.521,0.978,1,-2.882,0,0.0622,2.78e-06,0.0187,0.677,0.451,120.008,235672,4,2001
268,268,Ghostface Killah,Theodore (feat. Trife & Twiz),5uDlN4s6n2XIfDNwf8Y18k,16,0.645,0.82,8,-3.573,1,0.525,0.172,0.0,0.225,0.749,200.801,188733,4,2001
269,269,Eyedea & Abilities,Blindly Firing,1kWKbO5BrAlZUhI5APF5WP,17,0.81,0.693,11,-5.348,0,0.289,0.111,0.0,0.105,0.503,171.018,226373,4,2001
270,270,Cypress Hill,Psychodelic Vision,5MTbTvtDrEIIHGa92hVG5i,26,0.78,0.974,1,-3.231,1,0.227,0.0132,0.049,0.063,0.762,173.849,267227,4,2001
271,271,Eyedea & Abilities,Before And After (feat. Blueprint) - Bonus Track,5TbDZRI940pb5SK8rawIQx,14,0.827,0.731,10,-4.646,0,0.305,0.116,0.0,0.0549,0.746,86.976,220760,4,2001
272,272,Bad Azz,Money 2 Fold,4kVB3o9ibVwSva5rhw7wzC,22,0.76,0.805,2,-6.055,1,0.251,0.155,0.0,0.146,0.628,96.092,269027,4,2001
273,273,Spice 1,Dusted & Disgusted,4GcDUxGoBBqF2LRGcEvLLD,14,0.848,0.7,8,-4.696,1,0.231,0.0989,0.0,0.169,0.695,92.709,271800,4,2001
274,274,Limp Bizkit,Nookie - Androids Vs. Las Putas Remix (Album Version),1JYyUlv8pMj7foxlxmqsQW,21,0.734,0.921,9,-5.256,1,0.0443,0.0647,0.00173,0.0966,0.526,120.025,246800,4,2001
275,275,Screwston,Crazy Lady,1sMzPzAV6Txb3PkB9wdC42,15,0.85,0.674,1,-5.556,0,0.0342,0.0561,4.57e-05,0.184,0.361,117.257,320000,4,2001
276,276,Asheru and Blue Black of The Unspoken Heard,Theme Music,2EvEupbkuHerMNExGeTWM6,20,0.64,0.804,6,-8.796,1,0.36,0.161,0.0,0.193,0.67,93.577,230280,4,2001
277,277,Dungeon Family,Presenting Dungeon Family (feat. Backbone & Killer Mike),5MoK3xWZaCiJLeBALsUwW6,15,0.621,0.727,1,-9.998,1,0.78,0.14,0.0,0.406,0.451,89.711,98867,4,2001
278,278,Limp Bizkit,My Way - P Diddy Remix ( Explicit),6PUaffEJ0KDGjlsNSsMMht,23,0.592,0.864,1,-4.215,1,0.0839,0.000371,0.0,0.093,0.478,97.5,263267,4,2001
279,279,Daz Dillinger,We Came,3a8Se1J8MxwfM2BjTqNCkw,20,0.811,0.66,10,-3.01,1,0.0773,0.1,0.0,0.0591,0.507,90.081,297494,4,2001
280,280,Screwston,Boys on Da Cut,6A5wkMiJ01A3FsXlu91oic,15,0.888,0.624,5,-4.664,0,0.211,0.0476,1.19e-06,0.0702,0.505,137.274,345933,4,2001
281,281,Screwston,Hillwood Hustlaz II,5HxM4bi93AAHJ0i3iUulXl,15,0.866,0.796,1,-5.018,0,0.0951,0.0261,0.00846,0.094,0.686,128.974,300760,4,2001
282,282,Greyhoundz,Your Puppet And Clown,4ktC5FPH2SPFNWDv2ADxtj,30,0.347,0.94,4,-4.846,0,0.0757,0.000337,0.0981,0.328,0.481,82.142,305853,4,2001
283,283,Three 6 Mafia,"Wona Get Some, I Got Some (feat. Tear Da Club Up Thugs & T-Rock)",73Fk5Nx5B0CEhIbnRu6YBJ,14,0.89,0.818,6,-5.69,0,0.193,0.0714,2.74e-05,0.0424,0.672,162.006,267267,4,2001
284,284,Fat Pat,Full Time Player (feat. Kay-K & H.A.W.K.),1mjMUMtvN72ScvULOYrIhN,12,0.779,0.703,10,-2.901,1,0.16,0.00766,0.0,0.107,0.686,80.138,319133,4,2001
285,285,Gangsta Boo,Good & Hi (feat. Juicy J),61UQQjLP05gdte0p40d3m7,14,0.89,0.732,6,-4.902,0,0.299,0.0297,0.0,0.116,0.635,80.029,242000,4,2001
286,286,Turk,Untamed Guerilla,4v3ei7r44VJWOcYVNAgeN6,15,0.834,0.693,5,-5.6,1,0.147,0.189,0.0,0.0796,0.798,95.003,243600,4,2001
287,287,Lil Jon & The East Side Boyz,Let My N----'s Go,6Bqn6unOCD7IZpZyFqR4eY,15,0.762,0.872,9,-4.78,1,0.33,0.0195,0.0,0.19,0.595,96.046,264653,4,2001
288,288,Chalie Boy & Tite,Hold Up,7pTgZTuxC7iesLQs52R6iC,13,0.81,0.533,8,-10.224,1,0.379,0.321,0.0,0.0673,0.476,172.936,133721,4,2001
289,289,Screwston,Juan Gotti,3BJ0kGoUJtJz63yCj0Wi7D,14,0.848,0.452,4,-5.67,1,0.0618,0.359,0.0082,0.178,0.553,138.178,210867,4,2001
290,290,Screwston,Child of the Ghetto,3EP0v6YfTZAtuhaRPrkvfm,14,0.735,0.653,3,-6.943,0,0.0774,0.0123,0.000807,0.127,0.464,142.415,287667,4,2001
291,291,Lil' Troy,For Years (feat. D-Man & Willie D of Ghetto Boys),6vIfjUMdPlIjcrMhpgqsSP,14,0.838,0.642,10,-8.534,0,0.16,0.0268,0.0,0.124,0.693,140.024,228613,4,2001
292,292,Eyedea & Abilities,Read Wiped In Blue,4PHpwHUhK7vNoSQ0Au6rjD,16,0.643,0.626,10,-4.606,0,0.133,0.139,0.326,0.123,0.216,150.158,308840,4,2001
293,293,Asheru and Blue Black of The Unspoken Heard,Soul,7kWdTagrjckOPtx976wuES,19,0.578,0.817,3,-7.767,0,0.484,0.5,0.0,0.452,0.65,80.966,227680,1,2001
294,294,Dungeon Family,What Iz Rap? (feat. Witchdoctor & Big Rube),5p7yLSDCY3iO0cdmy4yAm4,14,0.754,0.653,7,-5.921,1,0.318,0.0763,0.0,0.122,0.545,100.661,241707,4,2001
295,295,Eyedea & Abilities,Well Being,3Bwfn7zXCQeieutp9A51qf,15,0.681,0.597,11,-9.544,0,0.319,0.0333,0.84,0.121,0.14,120.598,189267,4,2001
296,296,Jagged Edge,This Goes Out (feat. Big Duke & Joe Blak),4DYFg7cWKQfwATnuNwAkdq,14,0.579,0.696,5,-6.814,1,0.3,0.268,0.0,0.625,0.816,84.233,210960,4,2001
297,297,Screwston,Where I Live,7AMxNl2yq5xd6ONg8FV9KI,14,0.69,0.589,8,-4.688,0,0.34,0.514,0.0,0.117,0.702,135.491,270893,4,2001
298,298,Dirty,Ride,0cKz5rVzcbIaqkHrxJE7hQ,13,0.662,0.668,5,-7.263,0,0.147,0.427,0.0,0.165,0.535,118.322,365680,4,2001
299,299,Fat Pat,Peepin' Me (feat. Ronnie Spencer & Lil Keke),1LQSssdq3oV4xJuWtr6GKy,11,0.803,0.425,5,-9.607,0,0.297,0.193,0.0,0.301,0.557,86.199,222187,4,2001
300,300,Violadores Del Verso,La Ciudad Nunca Duerme,4od2zFM3qhhaVCG2wyHWkL,40,0.752,0.655,11,-5.712,1,0.343,0.116,0.0,0.109,0.619,90.613,341493,4,2001
301,301,Mystikal,"Paper Stack (feat. Shonnie, Beezy Boy & Dart)",2nEfwWoGnY8DXAnzuTxcDt,12,0.92,0.877,1,-3.73,1,0.207,0.00841,0.0,0.0777,0.566,119.992,237640,5,2001
302,302,Mr. Lucci,Tha Trunk (feat. Mr. Pookie & Mike Mac),7MWk1fQZDYxdoFMQzr4AgN,11,0.711,0.581,10,-7.635,0,0.36,0.0185,0.0,0.0521,0.818,80.827,226274,4,2001
303,303,Dungeon Family,"Curtains (DF 2nd Generation) (feat. Chamdon, Slimm Calhoun, Killer Mike, Konkrete & Lil' Will)",0V2CC868dwWsrY6JnNk0pX,14,0.663,0.729,7,-7.271,1,0.377,0.000457,0.0,0.558,0.415,93.218,280400,4,2001
304,304,Missy Elliott,Higher Ground - Prelude,6YDNFOpoNzP8sNgbcOSXsG,18,0.761,0.469,7,-7.895,1,0.0382,0.897,0.00111,0.133,0.534,124.108,106907,4,2001
305,305,Outkast,Camp Fire Intro,5YdMphig7PCa1DVleYKNAH,15,0.573,0.577,10,-16.897,0,0.935,0.164,0.0,0.376,0.683,72.793,67480,1,2001
306,306,Violadores Del Verso,Mierda,6dmdcmKuGv8wLMwwCrCuya,41,0.836,0.713,1,-8.269,1,0.35,0.3,0.0,0.073,0.709,87.273,592520,4,2001
307,307,Asheru and Blue Black of The Unspoken Heard,Truly Unique,3zhUI0j7y16YedypqDSUha,19,0.469,0.79,6,-6.147,1,0.438,0.0765,0.0,0.187,0.634,68.646,207547,5,2001
308,308,Warren G,Young Locs Slow Down,0icZxqOz6SOqkeUB5NR33A,18,0.869,0.676,8,-4.688,1,0.142,0.0322,0.000115,0.183,0.644,96.469,262040,4,2001
309,309,Mr. Lucci,Consequences (feat. Mr. Montis & Mr. Pookie),0eVFTIf3Ejxv6qAPWhbdWH,11,0.556,0.7,8,-6.795,1,0.0734,0.0582,4.6e-05,0.288,0.596,83.018,220971,4,2001
310,310,Ghostface Killah,The Juks (feat. Trife & Superb),6pcI66Aj1eeGyzG2WZzHJ1,14,0.527,0.85,7,-4.625,1,0.223,0.0316,0.0,0.34,0.725,97.054,247960,4,2001
311,311,E.S.G.,Smoke On - Chopped & Screwed,4nkYbKrT0hCXEv3p6GCA1R,11,0.743,0.479,1,-10.16,1,0.256,0.436,1.31e-06,0.761,0.546,136.814,377373,4,2001
312,312,Fat Joe,Get The Hell On With That (feat. Ludacris & Armageddon),0bT1ZyCrWZIZnn7JyX0NFP,17,0.656,0.734,1,-4.636,0,0.409,0.17,0.0,0.0345,0.629,99.567,243333,4,2001
313,313,Cunninlynguists,Ain't No Way [Deluxe Edition] (feat. Mr. Sos & Anetra),7cz5qbbUEGJSVO94xFI2MX,20,0.669,0.668,2,-8.35,1,0.341,0.51,1.26e-05,0.759,0.757,96.136,237920,4,2001
314,314,Powerman 5000,The One And Only,1INBT4nq7jANX2SobSWpBX,12,0.509,0.997,2,-1.341,0,0.137,0.00242,0.752,0.513,0.158,129.884,185493,4,2001
315,315,Screwston,"He’s a Bird, He’s a Plane",1xTV0Yq2skIo8p88tE35CH,13,0.914,0.675,2,-4.807,1,0.0542,0.0128,0.000418,0.372,0.0871,120.564,365000,4,2001
316,316,Violadores Del Verso,Trae Ese Ron,55RQYmseuxRjH8jFY4aeFU,40,0.685,0.694,1,-4.976,1,0.222,0.191,0.0,0.248,0.375,90.626,415427,4,2001
317,317,Tha Eastsidaz,Intro (feat. Snoop Dogg),1JFYs7ZrBf0dSVBun8Q7FU,16,0.551,0.406,11,-6.888,1,0.0665,0.15,0.000305,0.329,0.0368,87.587,77907,3,2001
318,318,Ja Rule,Leo (Skit),23IVswMSODVsSo4uiHsEW4,17,0.712,0.413,8,-8.474,1,0.769,0.171,0.0,0.191,0.665,93.724,138800,4,2001
319,319,Lil Jon & The East Side Boyz,Go Shawty Go,6ofMxmOJvtZ62OG0hRuG96,14,0.616,0.984,0,-2.121,1,0.17,0.0265,2.84e-06,0.451,0.655,139.131,238200,4,2001
320,320,Silkk The Shocker,Pop Lockin',5UrKKXRlpxxLkjV0LDYzs3,17,0.935,0.546,1,-6.743,1,0.264,0.0852,0.0,0.133,0.813,96.271,294133,4,2001
321,321,Phunk Junkeez,The Quest,20DH6xmFYHC6RlGy7ZkHWe,14,0.626,0.873,2,-5.137,1,0.0441,0.00145,8.19e-05,0.182,0.63,100.452,239520,4,2001
322,322,Timbaland,In Time (feat. Ms. Jade & Skillz),5dmceVzakUyOF5mZMm8ATJ,16,0.94,0.548,1,-9.93,1,0.304,0.621,0.0,0.0932,0.735,102.938,220800,4,2001
323,323,Jermaine Dupri,"Money, Hoes & Power (feat. UGK, Pimpin' Ken & Manuel Seal)",0ijhO4EEmGErljALf2mexM,12,0.922,0.856,1,-4.077,1,0.221,0.208,0.0,0.041,0.97,143.938,271400,4,2001
324,324,Eric B. & Rakim,I Ain't No Joke,5ZUVhlGiyZCrs4GXAOZMF0,13,0.863,0.759,11,-6.436,0,0.303,0.0319,1.07e-05,0.107,0.724,104.191,232600,4,2001
325,325,Cypress Hill,Bitter,0F00gGKAfwdrBeloZcR76X,22,0.515,0.957,4,-2.332,0,0.318,0.0165,0.000312,0.772,0.234,90.784,265507,4,2001
326,326,Screwston,Hillwood Hustlaz,4xhm9ZwxY8lbB78qEDm3B4,12,0.839,0.606,1,-1.701,1,0.0753,0.183,0.00117,0.108,0.54,71.99,292760,4,2001
327,327,Lil Jon & The East Side Boyz,Where Dem Girlz At,5qC61yOVWJqepzAwUskcum,14,0.798,0.829,11,-5.334,0,0.117,0.0256,0.0,0.124,0.581,104.953,240080,4,2001
328,328,Erick Sermon,Do-Re-Mi (feat. LL Cool J & Scarface),7Arln3TU2twC2YwYuKvSAI,18,0.863,0.625,1,-8.922,1,0.336,0.0343,0.0,0.0873,0.784,94.895,223667,4,2001
329,329,Too $hort,"Late Nite Creep (feat. Jazze Phá, Murda & Packy)",10wYyO93oQ2cAQRkp1WDlV,10,0.903,0.704,9,-4.654,1,0.231,0.129,0.0,0.176,0.629,130.024,267667,4,2001
330,330,Krayzie Bone,"Rollin' up Some Mo' (feat. LaReece, Asu, K-Mont, Boss & Keef G)",47VeFZSmELgffgE86FMJE6,15,0.844,0.75,6,-4.071,1,0.224,0.0132,0.0,0.107,0.962,86.992,253467,4,2001
331,331,2Pac,Runnin On E - Album Version (Edited),4FfvWxQH2A5xQ1mqp5l0u1,15,0.759,0.642,10,-6.246,0,0.381,0.0106,0.0,0.205,0.644,87.799,338333,4,2001
332,332,Cypress Hill,It Ain't Easy,1tsNMwAk4mNkRrXEcqtACi,23,0.67,0.959,7,-3.64,1,0.186,0.0279,0.000157,0.0681,0.598,95.032,252840,4,2001
333,333,Screwston,Holla Atcha Later,2PM96E1BUyITuIQvuCjTUQ,12,0.733,0.688,10,-3.782,0,0.372,0.172,0.0,0.183,0.733,138.991,322093,4,2001
334,334,Jermaine Dupri,"Whatever (feat. Nate Dogg, R.O.C., Tigah, Skeeter Rock, Trey Lorenz & Katrina)",2ifH8OyLMv4WQawZB7w186,15,0.921,0.704,5,-5.621,0,0.0654,0.515,0.0,0.338,0.825,101.505,258133,4,2001
335,335,Lil Jon & The East Side Boyz,Bounce Dat,6PcDAd3ZgUTn8BXSKy3DEf,13,0.773,0.933,4,-4.634,0,0.11,0.00277,0.0,0.628,0.687,100.01,252840,4,2001
336,336,Eve,"U, Me & She",4queSUkXFYH5KzEJFLvOmJ,13,0.611,0.903,6,-4.475,0,0.296,0.0536,2.04e-06,0.119,0.34,92.387,232707,4,2001
337,337,MC Solaar,Lève-toi et rap,7aIqgphKszX2dCAapTK2pU,29,0.883,0.702,11,-6.632,0,0.247,0.139,1.88e-06,0.051,0.949,97.027,215014,4,2001
338,338,Dirty,Da Land,67ps2XKwxtHnQv82138Xqi,11,0.485,0.68,6,-6.439,0,0.273,0.41,0.0,0.248,0.643,88.162,323333,4,2001
339,339,Diddy,I Need a Girl (To Bella),6eSy6PqtCMSS1zNLCJJn4z,20,0.714,0.851,11,-5.404,1,0.0721,0.18,0.0,0.24,0.832,87.405,251960,4,2001
340,340,Eric B. & Rakim,I Know You Got Soul,7qc0JI9CsFvt3Lr38A0ClJ,12,0.891,0.879,6,-6.453,0,0.236,0.0204,6.58e-05,0.397,0.719,104.015,284627,4,2001
341,341,Turk,Yes We Do,7dJgafag9Tw16jsDpoZpqi,12,0.803,0.618,8,-8.781,1,0.229,0.151,0.0,0.169,0.781,94.05,322360,4,2001
342,342,Too $hort,Talkin' Shit (feat. B-Legit & Ant Banks),0eRTdB2tFcqe5GPa3vLo2Y,10,0.897,0.584,1,-3.422,1,0.224,0.0273,0.0,0.142,0.611,84.012,292400,4,2001
343,343,The Click,Family,5BMirdcVVBrYhfBFHHUbF1,11,0.72,0.666,1,-7.597,1,0.325,0.0401,0.0,0.148,0.71,87.934,273307,4,2001
344,344,Warren G,They Lovin' Me Now,3svHExXE08NcY5WgevU3ug,15,0.941,0.555,2,-6.096,1,0.234,0.0282,0.00168,0.112,0.845,98.163,248200,4,2001
345,345,Too $hort,Domestic Violence (feat. E-40),7fmbSxgNrxKT6O2O9d1vnx,9,0.791,0.691,5,-4.664,0,0.118,0.0173,1.66e-05,0.275,0.632,92.012,251467,4,2001
